2020, 'SOUTHERN OREGON COASTAL'
2020, 'ATWC1', 'ATWELL CAMP', '0.00', '0.00', '6.22', '1.30', '0.72', '3.86', '4.49', '0.87', '0.10', '0.01', '0.01', '0.02', '17.60', 'NA', 'NA'
2020, 'BFL', 'BAKERSFIELD', '0.00', '1.07', '1.52', '0.24', '0.01', '1.57', '2.61', '0.16', '0.02', '0.00', '0.00', '0.00', '7.20', '112', '112'
2020, 'BTPC1', 'BEAR TRAP MEADOW', '0.01', '0.13', '7.57', '1.00', '0.64', '5.05', '6.11', '1.33', '0.36', '0.31', '0.19', '0.14', '22.84', 'NA', 'NA'
2020, 'DNPC1', 'BALCH PH', '0.00', '3.32', '5.36', '0.84', '0.67', '4.19', '5.18', '1.21', '0.00', '0.00', '0.00', '0.00', '20.77', '66', '66'
2020, 'EGCC1', 'EAGLE CREEK', '0.00', '0.00', '5.62', '1.02', '0.96', '3.77', '5.17', '1.06', '0.27', '0.03', '0.06', '0.00', '17.96', '48', '48'
2020, 'GNFC1', 'GIANT FOREST', '0.11', '3.05', '7.12', '0.97', '0.53', '5.16', '5.61', '1.59', '0.08', '0.79', '0.01', '0.01', '25.03', 'NA', 'NA'
2020, 'GNNC1', 'GLENNVILLE', '0.00', '4.05', '3.59', '0.66', '0.34', '3.66', '3.59', '0.69', '0.03', '0.00', '0.05', '0.00', '16.66', '82', '82'
2020, 'GRGC1', 'GRANT GROVE', '0.00', '4.78', '7.36', '1.28', '0.49', '5.61', '5.64', '1.71', '0.00', '0.01', '0.11', '0.01', '27.00', '64', '64'
2020, 'HCKC1', 'HOCKETT MEADOW', '0.00', '0.00', '6.88', '1.27', '0.60', '3.77', '4.96', '1.06', '0.07', '0.00', '0.01', '0.00', '18.62', 'NA', 'NA'
2020, 'HSSC1', 'HOSSACK', '0.00', '0.00', '6.98', '1.45', '0.75', '4.16', '4.20', '2.89', '0.02', '0.04', '0.02', '0.00', '20.51', '46', '46'
2020, 'ISAC1', 'LAKE ISABELLA DAM', '0.18', '0.20', '2.49', '0.92', '0.09', '1.27', '3.69', '0.11', '0.36', '0.24', '0.10', '0.17', '9.82', 'NA', 'NA'
2020, 'LDGC1', 'LODGEPOLE', '0.01', '3.26', '6.91', '1.36', '0.45', '5.61', '5.42', '1.78', '0.22', '0.01', '0.00', '0.00', '25.03', '55', '55'
2020, 'MNHC1', 'MOUNTAIN HOME', '0.05', '0.05', '6.04', '1.14', '0.83', '4.71', '4.85', '1.43', '0.76', '0.67', '0.08', '0.00', '20.61', 'NA', 'NA'
2020, 'PFTC1', 'PINE FLAT DAM', '0.20', '0.20', '3.20', '0.76', '0.31', '3.62', '2.39', '0.73', '0.05', '0.00', '0.00', '0.00', '11.46', '55', '55'
2020, 'RGCC1', 'ROGERS CAMP', '0.04', '0.00', '4.37', '0.92', '0.59', '3.94', '4.67', '1.12', '0.19', '0.00', '0.00', '0.00', '15.84', 'NA', 'NA'
2020, 'SCSC1', 'LAKE SUCCESS DAM', '0.08', '0.04', '2.46', '0.61', '0.57', '2.78', '1.96', '0.39', '0.13', '0.09', '0.02', '0.07', '9.20', '82', '82'
2020, 'TMDC1', 'TERMINUS DAM', '0.07', '0.00', '2.66', '0.53', '0.20', '2.26', '3.28', '0.47', '0.06', '0.04', '0.04', '0.03', '9.64', '72', '72'
2020, 'TREC1', 'THREE RIVER EDISON PH #1', '0.00', '2.13', '2.60', '0.64', '0.36', '3.59', '4.23', '1.07', '0.00', '0.00', '0.01', '0.00', '14.63', '58', '58'
2020, 'TULARE-BUENA VISTA LAKES'
2020, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2020, 'BFL', 'BAKERSFIELD', '0.00', '1.07', '1.52', '0.24', '0.01', '1.57', '2.61', '0.16', '0.02', '0.00', '0.00', '0.00', '7.20', '112', '112'
2020, 'CNGC1', 'COALINGA', '0.00', '0.52', '1.65', '0.41', '0.02', '1.92', '0.68', '0.23', '0.00', '0.01', '0.01', '0.00', '5.45', '66', '66'
2020, 'FAT', 'FRESNO AIR TERMINAL', '0.00', '0.72', '2.16', '0.66', '0.00', '2.10', '1.65', '0.12', '0.00', '0.00', '0.00', '0.00', '7.41', '64', '64'
2020, 'HJO', 'HANFORD', '0.00', '0.67', '1.64', '0.81', '0.00', '2.23', '1.15', '0.11', '0.00', '0.00', '0.00', '0.00', '6.61', '65', '65'
2020, 'LEMC1', 'LEMON COVE', '0.00', '1.31', '2.43', '0.53', '0.33', '2.56', '3.02', '0.64', '0.00', '0.00', '0.02', '0.00', '10.84', '74', '74'
2020, 'LINC1', 'LINDSAY', '0.00', '1.01', '2.35', '0.49', '0.19', '2.32', '2.15', '0.46', '0.00', '0.00', '0.00', '0.00', '8.97', '72', '72'
2020, 'VISC1', 'VISALIA', '0.00', '1.40', '1.96', '0.41', '0.01', '2.20', '1.69', '0.36', '0.00', '0.00', '0.00', '0.00', '8.03', '73', '73'
2020, 'WASC1', 'WASCO', '0.00', '2.48', '1.77', '0.29', '0.00', '1.85', '1.57', '0.19', '0.00', '0.00', '0.01', '0.00', '8.16', '112', '112'
2020, 'CENTRAL CALIFORNIA COASTAL'
2020, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2020, 'BISC1', 'BIG SUR STATE PARK', '0.00', '3.09', '17.87', '2.31', '0.00', '7.98', '4.63', '1.45', '0.00', '0.00', '0.01', '0.00', '37.34', '83', '83'
2020, 'CCAC1', 'CACHUMA DAM', '0.00', '1.52', '7.19', '0.48', '0.06', '8.13', '3.58', '0.07', '0.00', '0.00', '0.01', '0.00', '21.04', '95', '95'
2020, 'HOLC1', 'HOLLISTER', 'M', 'M', '3.88', '0.95', '0.01', '2.53', '1.34', '0.61', '0.01', '0.01', '0.00', '0.00', 'M'
2020, 'JUNC1', 'JUNCAL DAM', '0.00', '2.64', '6.45', '0.53', '0.04', '8.05', '5.50', '0.20', '0.01', '0.00', '0.00', '0.00', '23.42', '75', '75'
2020, 'KICC1', 'KING CITY', '0.00', '1.43', '6.19', '0.61', '0.03', '2.99', '1.80', '0.20', '0.00', '0.00', '0.02', '0.01', '13.28', '110', '110'
2020, 'PRB', 'PASO ROBLES', '0.00', '1.51', '4.50', '0.60', '0.00', '3.23', '1.50', '0.03', '0.00', '0.00', '0.10', '0.00', '11.47', '90', '90'
2020, 'SAEC1', 'SAN CLEMENTE DAM', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'SBA', 'SANTA BARBARA', '0.00', '1.46', '4.29', '0.55', '0.03', '3.09', '2.06', '0.05', '0.04', '0.00', '0.00', '0.00', '11.57', '65', '65'
2020, 'SBPC1', 'SAN LUIS OBISPO', '0.00', '1.64', '4.22', '0.75', '0.02', '5.96', '2.87', '0.43', '0.04', '0.00', '0.04', '0.00', '15.97', '69', '69'
2020, 'SCRC1', 'SANTA CRUZ', '0.00', '1.67', '12.25', '3.20', '0.00', '4.24', '3.24', '1.63', '0.00', '0.00', '0.01', '0.00', '26.24', '84', '84'
2020, 'SMX', 'SANTA MARIA', '0.00', '1.98', '2.18', '0.63', '0.00', '3.81', '1.79', '0.14', '0.08', '0.00', '0.05', '0.00', '10.66', '76', '76'
2020, 'SNSC1', 'SALINAS NO. 2', 'M', 'M', '5.22', '1.13', '0.02', '3.37', '1.47', '0.28', '0.00', '0.00', '0.01', '0.00', 'M'
2020, 'WVIC1', 'WATSONVILLE WATERWORKS', '0.00', '0.56', '10.08', '1.93', '0.00', '3.75', '3.01', '0.82', '0.03', '0.00', '0.00', '0.00', '20.18', '86', '86'
2020, 'SOUTHERN CALIFORNIA COASTAL'
2020, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2020, 'BBLC1', 'BIG BEAR LAKE F.S.', '0.00', '3.20', '4.77', '0.29', '0.20', '4.02', '3.01', '0.07', '0.00', '0.01', '0.19', '0.00', '15.76', '78', '78'
2020, 'CQT', 'DOWNTOWN LA', '0.00', '2.12', '4.84', '0.32', '0.04', '4.34', '3.02', '0.14', '0.00', '0.00', '0.00', '0.00', '14.82', '99', '99'
2020, 'CUYC1', 'CUYAMACA', '0.00', '6.03', '7.18', '0.82', '2.01', '9.96', '4.74', '0.78', '0.13', '0.00', '0.09', '0.00', '31.74', 'NA', 'NA'
2020, 'ELPC1', 'EL CAPITAN DAM', '0.00', '4.46', '4.02', '0.25', '0.87', '5.16', '4.28', '0.05', '0.11', '0.00', '0.01', '0.00', '19.21', 'NA', 'NA'
2020, 'EORC1', 'ELSINORE', '0.00', '2.27', '4.27', '0.25', '0.26', '3.14', '2.25', '0.04', '0.05', '0.00', '0.00', '0.00', '12.53', '101', '101'
2020, 'HENC1', 'HENSHAW DAM', '0.00', '7.94', '4.99', '0.70', '1.23', '7.58', '6.16', '0.06', '0.16', '0.00', '0.00', '0.00', '28.82', '108', '108'
2020, 'LAX', "LA INT'L AIRPORT", '0.00', '1.43', '4.42', '0.38', '0.00', '4.11', '2.68', '0.12', '0.00', '0.00', '0.00', '0.00', '13.14', '102', '102'
2020, 'LGB', 'LONG BEACH', '0.00', '2.86', '4.63', '0.31', '0.33', '3.01', '3.03', '0.04', '0.00', '0.00', '0.00', '0.00', '14.21', '116', '116'
2020, 'LOX', 'OXNARD', '0.00', '2.80', '5.30', '0.40', '0.03', '2.91', '2.03', '0.15', '0.01', '0.00', '0.01', '0.04', '13.68', '89', '89'
2020, 'OJAC1', 'OJAI', '0.00', '1.98', '6.21', '0.60', '0.12', '4.72', '3.93', '0.13', '0.09', '0.00', '0.00', '0.00', '17.78', '84', '84'
2020, 'MWS', 'MOUNT WILSON', '0.00', '5.14', '9.31', '0.42', '0.22', '7.68', '10.62', '0.26', '0.19', '0.00', '0.00', '0.00', '33.84', '94', '94'
2020, 'OCNC1', 'OCEANSIDE MARINA', '0.00', '3.09', '3.80', '0.30', '0.43', '3.02', '5.77', '0.00', '0.16', '0.00', '0.00', '0.00', '16.57', '161', '161'
2020, 'SAN', 'LINDBERGH FIELD', '0.00', '2.72', '4.03', '0.48', '0.38', '2.15', '3.68', '0.02', '0.14', '0.00', '0.00', '0.00', '13.60', '132', '132'
2020, 'STAC1', 'SANTA ANA FS', '0.00', '1.95', '3.80', '0.19', '0.32', '3.49', '2.43', '0.04', '0.00', '0.00', '0.00', '0.00', '12.22', '90', '90'
2020, 'NORTH AND CENTRAL LAHONTAN'
2020, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2020, 'CEDC1', 'CEDARVILLE', '0.51', '0.25', '2.12', '1.01', '0.37', '1.20', '0.58', '1.21', '0.66', '0.00', '0.21', '0.05', '8.17', '65', '65'
2020, 'DOLC1', 'DOYLE 4SSE', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'DOYC1', 'DOYLE', 'M', 'M', '2.49', '0.66', '0.02', '1.35', '0.66', '0.74', '0.21', '0.06', '0.13', '0.02', 'M'
2020, 'FOBC1', 'FORT BIDWELL', '0.94', '0.85', '4.06', '1.57', '0.10', '1.77', '1.09', '1.55', '0.54', '0.03', '0.14', '0.03', '12.67', '70', '70'
2020, 'JESC1', 'JESS VALLEY', '0.22', '0.00', 'M', 'M', 'M', 'M', 'M', '0.91', 'M', '0.15', 'M', 'M', 'M'
2020, 'Q63', 'SUTCLIFFE-PYRAMID LK', '0.01', '0.20', '1.41', '0.11', '0.02', '0.40', '0.33', 'M', '0.17', '0.00', '0.08', '0.00', 'M'
2020, 'SNVC1', 'SUSANVILLE', '0.00', 'M', '3.31', '0.67', '0.00', '2.64', '0.33', '0.30', '0.21', '0.01', '0.00', '0.00', 'M'
2020, 'STDN2', 'STEAD', '0.00', 'M', 'M', 'M', '0.00', 'M', 'M', 'M', 'M', '0.10', 'M', '0.00', 'M'
2020, 'SVEC1', 'SUSANVILLE 1 WNW', '0.00', 'M', '3.31', '0.67', '0.00', '2.64', '0.33', '0.30', '0.21', '0.01', '0.00', '0.00', 'M'
2020, 'WAWN2', 'WADSWORTH 4N', '0.00', '0.62', '0.66', '0.08', '0.05', '0.36', '0.31', '0.00', '0.00', 'M', '1.16', '0.00', 'M'
2020, 'WTNN2', 'WELLINGTON', '0.00', '0.57', '0.85', '0.05', '0.00', '0.41', '0.21', '0.05', '0.33', '0.10', '0.14', '0.00', '2.71', 'NA', 'NA'
2020, 'LAKE TAHOE...TRUCKEE...CARSON...WALKER'
2020, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2020, 'BDEC1', 'BODIE', '0.00', '0.91', '1.89', '0.47', '0.06', '1.58', '1.64', '0.65', '2.10', '0.05', '0.26', '0.07', '9.68', '82', '82'
2020, 'BOCC1', 'BOCA RESERVOIR', '0.00', '0.93', '5.01', '0.80', '0.05', '2.52', '1.46', '0.77', '0.00', '1.10', '0.13', '0.04', '12.81', '57', '57'
2020, 'BPTC1', 'BRIDGEPORT', '0.00', '0.34', '2.36', '0.60', '0.10', '1.13', '0.88', '0.44', '0.01', '0.95', '0.24', '0.01', '7.06', '75', '75'
2020, 'CRCN2', 'CARSON CITY', '0.00', 'M', 'M', 'M', '0.00', 'M', 'M', 'M', 'M', '0.26', '0.04', '0.00', 'M'
2020, 'DAGN2', 'DAGGET PASS', '0.10', '2.18', '4.16', 'M', '0.06', '3.91', '1.21', '0.73', 'M', '0.00', '0.02', '0.00', 'M'
2020, 'DONC1', 'DONNER MEM SP', 'M', 'M', '8.67', '1.65', '0.05', '4.89', '1.92', '1.71', '0.40', '0.08', '0.15', '0.09', 'M'
2020, 'FEXN2', 'FALLON EXPER STATION', 'M', 'M', '0.68', '0.06', '0.00', '0.14', '0.34', 'M', 'M', 'M', 'M', '0.02', 'M'
2020, 'GLBN2', 'GLENBROOK', '0.00', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'HTHN2', 'HAWTHORNE', '0.00', '0.42', '0.29', '0.03', '0.04', '1.20', '0.67', '0.10', '0.00', '0.00', '0.09', '0.00', '2.84', '78', '78'
2020, 'MINN2', 'MINDEN', '0.00', '0.25', '2.15', '0.37', '0.10', '1.72', '0.53', '0.15', '0.03', '0.18', '0.19', '0.00', '5.67', '64', '64'
2020, 'RNO', 'RENO', '0.00', '0.40', '1.69', '0.13', '0.04', '0.79', '0.38', '0.05', '0.09', '0.24', '0.13', '0.00', '3.94', '53', '53'
2020, 'SMIN2', 'SMITH 6N', 'M', 'M', 'M', '0.11', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'SRKN2', 'SPARKS', '0.00', '0.30', 'M', 'M', '0.00', 'M', 'M', '0.00', '0.01', '0.15', '0.14', '0.00', 'M'
2020, 'TAHC1', 'TAHOE CITY', '0.02', '1.08', '8.39', '1.87', '0.12', '4.53', '1.76', '1.97', '0.21', '0.07', '0.13', '0.08', '20.23', '59', '59'
2020, 'TKEC1', 'TRUCKEE RS', '0.00', '0.97', '6.27', '1.47', '0.07', '3.96', '1.73', '1.14', '0.54', '0.09', '0.21', '0.14', '16.59', '53', '53'
2020, 'TPLN2', 'TOPAZ LAKE 4N', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'VRCN2', 'VIRGINIA CITY', '0.00', 'M', 'M', 'M', '0.00', 'M', 'M', 'M', 'M', '1.21', '0.11', '0.00', 'M'
2020, 'WABN2', 'WABUSKA 6SE', 'M', '0.57', 'M', '0.03', '0.01', '0.43', '0.28', 'M', 'M', '0.30', '0.87', '0.00', 'M'
2020, 'YRGN2', 'YERINGTON', '0.00', '0.70', '0.39', '0.01', '0.00', '0.23', 'M', '0.03', '0.38', '0.09', '0.72', '0.00', 'M'
2020, 'MOJAVE...MONO LAKE...SALTON SEA'
2020, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2020, 'BARC1', 'BARSTOW', '0.00', '0.80', '1.97', '0.09', '0.05', '1.38', '1.59', '0.04', '0.02', '0.01', '0.05', '0.00', '6.00', '113', '113'
2020, 'BIH', 'BISHOP AP', '0.00', '0.91', '0.19', '0.06', '0.14', '0.41', '0.66', '0.00', '0.00', '0.00', '0.00', '0.00', '2.37', '46', '46'
2020, 'DEVC1', 'DEATH VALLEY', '0.00', '0.18', '0.45', '0.12', '0.06', '0.58', '0.42', '0.06', '0.10', '0.01', '0.08', '0.00', '2.06', '87', '87'
2020, 'ELLC1', 'ELLERY LAKE', '0.00', '1.54', '3.80', '0.80', '0.08', '3.17', '2.88', '0.48', '0.16', '0.22', '0.46', '0.13', '13.72', '57', '57'
2020, 'FMTC1', 'FAIRMONT', '0.00', '2.20', '4.21', '0.38', '0.06', '3.90', '4.09', '0.03', '0.00', '0.00', '0.01', '0.00', '14.88', '89', '89'
2020, 'GEMC1', 'GEM LAKE', '0.00', '1.20', '3.68', '0.24', '0.12', '3.34', '2.76', '0.56', '0.08', '0.13', '0.24', '0.07', '12.42', '62', '62'
2020, 'HEEC1', 'HAIWEE', '0.00', 'M', '1.57', '0.28', '0.46', '1.55', '2.65', '0.00', '0.03', '0.00', '0.24', '0.01', 'M'
2020, 'INDC1', 'INDEPENDENCE', '0.00', 'M', '1.50', '0.24', '0.21', '0.74', '1.55', '0.00', '0.04', '0.01', '0.26', '0.00', 'M'
2020, 'IPL', 'IMPERIAL', '0.00', '0.15', '0.29', '0.00', '0.18', '1.20', '0.18', '0.00', '0.00', '0.00', '0.00', '0.00', '2.00', '58', '58'
2020, 'LASC1', 'LAKE SABRINA', '0.00', '1.36', '2.66', '0.20', '0.17', '2.49', '4.36', '0.20', '0.20', '0.01', '0.24', '0.01', '11.90', '75', '75'
2020, 'LEVC1', 'LEE VINING', '0.00', '0.87', '2.01', '0.48', '0.00', '1.52', '2.12', '0.32', '0.35', '0.32', '0.75', '0.04', '8.78', '56', '56'
2020, 'LKAC1', 'LAKE ARROWHEAD F.S.', 'M', 'M', '7.54', '0.53', '0.44', '7.72', '7.04', '0.19', '0.06', '0.00', '0.02', '0.00', 'M'
2020, 'MOJC1', 'MOJAVE', 'M', 'M', 'M', 'M', 'M', 'M', 'M', '0.00', '0.00', '0.00', 'M', 'M', 'M'
2020, 'NLDC1', 'NILAND', 'M', 'M', '0.80', '0.01', '0.01', '2.24', '0.30', '0.00', '0.00', '0.00', '0.00', '0.00', 'M'
2020, 'PMD', 'PALMDALE', '0.00', '1.10', '2.62', '0.04', '0.04', '2.79', '2.03', '0.00', '0.00', '0.00', '0.07', '0.00', '8.69', 'NA', 'NA'
2020, 'PSP', 'PALM SPRINGS', '0.00', '0.79', '1.38', '0.04', '0.00', '2.49', '1.09', '0.00', '0.00', '0.00', '0.00', '0.00', '5.79', '120', '120'
2020, 'RANC1', 'KERN COUNTY FD', '0.00', '0.00', '0.00', 'M', '0.00', '0.00', '0.00', '0.00', '0.00', 'M', '0.00', 'M', 'M'
2020, 'SOUC1', 'SOUTH LAKE', '0.00', 'M', '3.40', '0.64', '0.20', '2.47', '2.88', '0.16', '0.10', '0.00', '0.10', '0.00', 'M'
2020, 'TYEC1', 'TWENTYNINE PALMS', 'M', 'M', '1.19', '0.08', '0.07', '1.45', '0.80', '0.04', '0.01', '0.01', '0.15', '0.00', 'M'
2020, 'HUMBOLDT'
2020, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2020, 'B23', 'BATTLE MOUNTAIN', '0.03', '0.38', '1.14', '0.33', '0.07', '0.76', '0.32', '1.16', '0.48', '0.06', '0.00', '0.33', '5.06', '56', '56'
2020, 'BOWN2', 'BEOWAWE', '0.05', '0.37', '1.59', '0.68', '0.15', '0.85', '0.51', '1.78', '0.20', '0.00', '0.22', '0.07', '6.47', '70', '70'
2020, 'EKO', 'ELKO', '0.13', '0.22', '1.93', '1.17', '0.37', '0.93', '0.22', '0.65', '0.45', '0.00', '0.08', '0.19', '6.34', '64', '64'
2020, 'GIBN2', 'GIBBS RANCH', '0.01', '0.40', '1.64', '1.06', '0.21', '0.71', '0.14', '1.75', '0.72', '0.15', '0.04', '0.20', '7.03', '65', '65'
2020, 'IMLN2', 'IMLAY', '0.12', '0.27', '1.39', '0.64', '0.15', '0.58', '0.34', '0.78', '0.78', 'M', 'M', '0.10', 'M'
2020, 'JIGN2', 'JIGGS 8SSE', 'M', 'M', '1.05', '0.10', '0.14', 'M', '0.04', '0.78', '0.37', '0.00', '0.00', '0.12', 'M'
2020, 'LOVN2', 'LOVELOCK', '0.00', '0.55', '0.95', '0.23', '0.00', '0.30', '0.29', '0.18', '0.01', '0.40', '0.14', '0.10', '3.15', '51', '51'
2020, 'RYPN2', 'RYE PATCH DAM', '0.06', '0.29', '1.16', '0.10', '0.00', '0.53', '0.23', '0.57', '0.95', '0.06', '0.14', '0.08', '4.17', '49', '49'
2020, 'SFKN2', 'SOUTH FORK SP', '0.09', '0.33', '1.09', '0.60', '0.21', '0.86', '0.04', '0.50', '0.09', '0.00', '0.03', '0.07', '3.91', '35', '35'
2020, 'WMC', 'WINNEMUCCA', '0.11', '0.40', '1.22', '0.81', '0.22', '0.67', '0.24', '1.17', '0.82', '0.19', '0.23', '0.19', '6.27', '76', '76'
2020, 'BLACK ROCK DESERT'
2020, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2020, 'DUFN2', 'DUFURRENA (SHELDON)', 'M', '0.06', '0.89', 'M', '0.03', 'M', 'M', '0.14', '1.01', '0.12', '0.10', '0.00', 'M'
2020, 'KRVN2', 'KINGS RIVER VALLEY', '0.15', 'M', '1.85', 'M', 'M', '0.58', '0.00', '0.46', 'M', 'M', 'M', 'M', 'M'
2020, 'LCRN2', 'LEONARD CREEK RANCH', '0.00', 'M', '1.89', '0.96', '0.25', '0.79', '0.01', '0.47', '1.12', '0.00', '0.00', '0.00', 'M'
2020, 'MCDN2', 'MCDERMITT', '0.20', '0.49', '1.70', '0.90', '0.08', '0.31', 'M', '0.89', '1.05', '0.01', '0.02', '0.00', 'M'
2020, 'ORVN2', 'OROVADA 4WSW', '0.12', '0.15', '1.68', '1.06', '0.03', '0.72', '0.40', '0.94', 'M', '0.02', '0.44', '0.13', 'M'
2020, 'CENTRAL NEVADA DESERT'
2020, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2020, 'ARTN2', 'ARTHUR 4NW', '0.02', '1.13', '1.56', '2.69', '0.53', '0.27', '1.22', '2.05', '0.90', '0.09', '0.37', '0.37', '11.20', '78', '78'
2020, 'BLEN2', 'BLUE EAGLE RANCH', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'DYRN2', 'DYER', '0.00', '0.44', '0.44', '0.00', '0.38', '0.41', '0.78', '0.09', '0.05', '0.00', '0.00', 'M', 'M'
2020, 'EKAN2', 'EUREKA', '0.01', '0.61', '0.61', '0.30', '0.01', '0.66', '0.54', '0.15', '0.50', '0.00', '0.03', '0.50', '3.92', '35', '35'
2020, 'ELY', 'ELY', '0.00', '1.09', '0.58', '0.42', '0.14', '1.67', '1.28', '0.14', '0.23', '0.10', '0.05', '0.04', '5.74', '59', '59'
2020, 'LAGN2', 'LAGES', '0.02', '0.60', '0.78', '0.17', '0.23', '1.45', '0.48', '0.28', 'M', '0.11', '0.00', '0.05', 'M'
2020, 'MCGN2', 'MCGILL', 'M', 'M', 'M', '0.22', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'MIDN2', 'MIDDLEGATE', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'MNAN2', 'MINA', '0.00', '0.23', '0.58', '0.04', '0.11', '0.31', '1.26', '0.28', '0.07', '0.05', '0.00', '0.04', '2.97', '49', '49'
2020, 'PAHN2', 'PAHRUMP', '0.00', '1.12', '1.15', '0.00', '0.31', '1.99', '1.05', '0.00', '0.00', '0.00', '0.00', '0.00', '5.62', '110', '110'
2020, 'RBLN2', 'RUBY LAKE', '0.29', '1.42', '2.61', '1.85', '0.43', '0.32', '0.76', '0.91', '0.60', '0.19', '0.24', 'M', 'M'
2020, 'RTHN2', 'RUTH', '0.00', '0.85', '0.21', '0.08', '0.70', '0.37', '1.33', '0.48', '0.05', '0.16', '0.04', '0.05', '4.32', '32', '32'
2020, 'SKVN2', 'SMOKEY VALLEY', '0.00', '1.35', '0.08', '0.03', '0.13', '0.07', '0.21', '0.34', '0.55', '0.18', '0.00', '0.00', '2.94', '41', '41'
2020, 'SLVN2', 'SILVERPEAK', '0.00', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', '0.50', 'M', 'M'
2020, 'TPH', 'TONOPAH', '0.00', '0.89', '0.99', '0.00', '0.27', '0.23', '0.56', '0.34', '0.22', '0.05', '0.00', '0.00', '3.55', '68', '68'
2020, 'SNAKE AND COLUMBIA'
2020, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2020, 'AWH', 'WILDHORSE RESERVOIR', '0.23', '0.64', '1.92', '2.73', '0.43', '0.94', '0.35', '2.44', '1.30', '0.30', '0.13', '0.02', '11.43', '82', '82'
2020, 'JPTN2', 'JACKPOT', '1.16', 'M', '0.88', 'M', '0.10', '0.44', '0.57', '0.63', '0.45', '0.38', '0.07', '0.00', 'M'
2020, 'OLEO3', 'ODELL LAKE', '1.65', '1.04', '7.37', '11.18', '2.49', '1.61', '1.21', '1.68', '0.76', '0.15', '0.02', '0.63', '29.79', '86', '86'
2020, 'TUSN2', 'TUSCARORA', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'LOWER COLORADO'
2020, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2020, 'BLH', 'BLYTHE', '0.00', '1.80', '0.43', '0.00', '0.24', '2.00', '0.66', '0.00', '0.00', '0.00', '0.02', '0.00', '5.15', '134', '134'
